DATE,LNS12024230
1997-08-01,16064
1997-09-01,16068
1997-10-01,16210
1997-11-01,16447
1997-12-01,16480
1998-01-01,16385
1998-02-01,16423
1998-03-01,16336
1998-04-01,16487
1998-05-01,16558
1998-06-01,16484
1998-07-01,16549
1998-08-01,16533
1998-09-01,16755
1998-10-01,16826
1998-11-01,16897
1998-12-01,16959
1999-01-01,16873
1999-02-01,16953
1999-03-01,17023
1999-04-01,17138
1999-05-01,17093
1999-06-01,17264
1999-07-01,17284
1999-08-01,17339
1999-09-01,17347
1999-10-01,17291
1999-11-01,17302
1999-12-01,17482
2000-01-01,17957
2000-02-01,18049
2000-03-01,18079
2000-04-01,18098
2000-05-01,18086
2000-06-01,18176
2000-07-01,18206
2000-08-01,18331
2000-09-01,18273
2000-10-01,18295
2000-11-01,18201
2000-12-01,18449
2001-01-01,18519
2001-02-01,18516
2001-03-01,18601
2001-04-01,18688
2001-05-01,18833
2001-06-01,18860
2001-07-01,18958
2001-08-01,19085
2001-09-01,19077
2001-10-01,19156
2001-11-01,19200
2001-12-01,19299
2002-01-01,19345
2002-02-01,19499
2002-03-01,19412
2002-04-01,19655
2002-05-01,19832
2002-06-01,19968
2002-07-01,20117
2002-08-01,20168
2002-09-01,20441
2002-10-01,20446
2002-11-01,20487
2002-12-01,20378
2003-01-01,20871
2003-02-01,20905
2003-03-01,20950
2003-04-01,20969
2003-05-01,21041
2003-06-01,21097
2003-07-01,21103
2003-08-01,21258
2003-09-01,21278
2003-10-01,21549
2003-11-01,21691
2003-12-01,21729
2004-01-01,21749
2004-02-01,21916
2004-03-01,22006
2004-04-01,21740
2004-05-01,21865
2004-06-01,22007
2004-07-01,22154
2004-08-01,22357
2004-09-01,22344
2004-10-01,22341
2004-11-01,22562
2004-12-01,22732
2005-01-01,22621
2005-02-01,22870
2005-03-01,22917
2005-04-01,23278
2005-05-01,23349
2005-06-01,23494
2005-07-01,23546
2005-08-01,23727
2005-09-01,23752
2005-10-01,23904
2005-11-01,23856
2005-12-01,23975
2006-01-01,24101
2006-02-01,24175
2006-03-01,24324
2006-04-01,24535
2006-05-01,24555
2006-06-01,24688
2006-07-01,24677
2006-08-01,24835
2006-09-01,25019
2006-10-01,25104
2006-11-01,25219
2006-12-01,25331
2007-01-01,24978
2007-02-01,25291
2007-03-01,25439
2007-04-01,25316
2007-05-01,25600
2007-06-01,25742
2007-07-01,25923
2007-08-01,25891
2007-09-01,26025
2007-10-01,26001
2007-11-01,26228
2007-12-01,26243
2008-01-01,26433
2008-02-01,26571
2008-03-01,26619
2008-04-01,26572
2008-05-01,26565
2008-06-01,26742
2008-07-01,26872
2008-08-01,26938
2008-09-01,26844
2008-10-01,27125
2008-11-01,27119
2008-12-01,27148
2009-01-01,27187
2009-02-01,27018
2009-03-01,26918
2009-04-01,26915
2009-05-01,27166
2009-06-01,27104
2009-07-01,27132
2009-08-01,27148
2009-09-01,27191
2009-10-01,27250
2009-11-01,27331
2009-12-01,27285
2010-01-01,27430
2010-02-01,27463
2010-03-01,27675
2010-04-01,27809
2010-05-01,27910
2010-06-01,27992
2010-07-01,28077
2010-08-01,28075
2010-09-01,28187
2010-10-01,27944
2010-11-01,28069
2010-12-01,28280
2011-01-01,28238
2011-02-01,28435
2011-03-01,28505
2011-04-01,28712
2011-05-01,28659
2011-06-01,28682
2011-07-01,28729
2011-08-01,28911
2011-09-01,29232
2011-10-01,29213
2011-11-01,29304
2011-12-01,29390
2012-01-01,29873
2012-02-01,30163
2012-03-01,30172
2012-04-01,30057
2012-05-01,30245
2012-06-01,30471
2012-07-01,30235
2012-08-01,30626
2012-09-01,30727
2012-10-01,30984
2012-11-01,31104
2012-12-01,31177
2013-01-01,31185
2013-02-01,31217
2013-03-01,31274
2013-04-01,31284
2013-05-01,31474
2013-06-01,31496
2013-07-01,31520
2013-08-01,31747
2013-09-01,31527
2013-10-01,31472
2013-11-01,31636
2013-12-01,31659
2014-01-01,31844
2014-02-01,32081
2014-03-01,31958
2014-04-01,32053
2014-05-01,32258
2014-06-01,32282
