DATE,LNS12000093
2004-07-01,32604
2004-08-01,32583
2004-09-01,32637
2004-10-01,32677
2004-11-01,32665
2004-12-01,32555
2005-01-01,32743
2005-02-01,32903
2005-03-01,32991
2005-04-01,33142
2005-05-01,33184
2005-06-01,33171
2005-07-01,33273
2005-08-01,33576
2005-09-01,33319
2005-10-01,33334
2005-11-01,33341
2005-12-01,33486
2006-01-01,33685
2006-02-01,33779
2006-03-01,33818
2006-04-01,33876
2006-05-01,33917
2006-06-01,34019
2006-07-01,34107
2006-08-01,34066
2006-09-01,34182
2006-10-01,34337
2006-11-01,34319
2006-12-01,34479
2007-01-01,34512
2007-02-01,34391
2007-03-01,34495
2007-04-01,34430
2007-05-01,34559
2007-06-01,34558
2007-07-01,34547
2007-08-01,34593
2007-09-01,34619
2007-10-01,34538
2007-11-01,34710
2007-12-01,34760
2008-01-01,34727
2008-02-01,34633
2008-03-01,34633
2008-04-01,34542
2008-05-01,34519
2008-06-01,34592
2008-07-01,34644
2008-08-01,34557
2008-09-01,34485
2008-10-01,34454
2008-11-01,34432
2008-12-01,34116
2009-01-01,33942
2009-02-01,33867
2009-03-01,33773
2009-04-01,33801
2009-05-01,33683
2009-06-01,33521
2009-07-01,33561
2009-08-01,33524
2009-09-01,33297
2009-10-01,33509
2009-11-01,33588
2009-12-01,33290
2010-01-01,33319
2010-02-01,33330
2010-03-01,33259
2010-04-01,33353
2010-05-01,33150
2010-06-01,33243
2010-07-01,33098
2010-08-01,33058
2010-09-01,33166
2010-10-01,33033
2010-11-01,33053
2010-12-01,33227
2011-01-01,32943
2011-02-01,32955
2011-03-01,32819
2011-04-01,32907
2011-05-01,32939
2011-06-01,32843
2011-07-01,32880
2011-08-01,32843
2011-09-01,32752
2011-10-01,32761
2011-11-01,32840
2011-12-01,32940
2012-01-01,33051
2012-02-01,32944
2012-03-01,32992
2012-04-01,32838
2012-05-01,32959
2012-06-01,32925
2012-07-01,32880
2012-08-01,32854
2012-09-01,32909
2012-10-01,32843
2012-11-01,32665
2012-12-01,32675
2013-01-01,32540
2013-02-01,32694
2013-03-01,32540
2013-04-01,32550
2013-05-01,32564
2013-06-01,32692
2013-07-01,32591
2013-08-01,32521
2013-09-01,32496
2013-10-01,32289
2013-11-01,32457
2013-12-01,32371
2014-01-01,32335
2014-02-01,32291
2014-03-01,32467
2014-04-01,32515
2014-05-01,32536
2014-06-01,32795
2014-07-01,32681
2014-08-01,32760
2014-09-01,32598
2014-10-01,32605
2014-11-01,32507
2014-12-01,32597
2015-01-01,32700
2015-02-01,32728
2015-03-01,32598
2015-04-01,32636
2015-05-01,32638
2015-06-01,32716
2015-07-01,32612
2015-08-01,32615
2015-09-01,32596
2015-10-01,32581
2015-11-01,32718
2015-12-01,32585
2016-01-01,32761
2016-02-01,32767
2016-03-01,32831
2016-04-01,32799
2016-05-01,32669
2016-06-01,32694
2016-07-01,32615
2016-08-01,32584
2016-09-01,32629
2016-10-01,32942
2016-11-01,32699
2016-12-01,32645
2017-01-01,32482
2017-02-01,32462
2017-03-01,32491
2017-04-01,32500
2017-05-01,32525
2017-06-01,32422
2017-07-01,32532
2017-08-01,32449
2017-09-01,32539
2017-10-01,32464
2017-11-01,32538
2017-12-01,32616
2018-01-01,32514
2018-02-01,32603
2018-03-01,32454
2018-04-01,32260
2018-05-01,32377
2018-06-01,32347
2018-07-01,32285
2018-08-01,32322
2018-09-01,32320
2018-10-01,32343
2018-11-01,32376
2018-12-01,32263
2019-01-01,32221
2019-02-01,32156
2019-03-01,32241
2019-04-01,32187
2019-05-01,32059
2019-06-01,31985
2019-07-01,31842
