,State,Year,Population
0,AK,1969,294290
1,AK,1970,305328
2,AK,1971,316366
3,AK,1972,326431
4,AK,1973,333134
5,AK,1974,344658
6,AK,1975,370866
7,AK,1976,392998
8,AK,1977,397220
9,AK,1978,402051
10,AK,1979,403367
11,AK,1980,404680
12,AK,1981,418519
13,AK,1982,449608
14,AK,1983,488423
15,AK,1984,513697
16,AK,1985,532503
17,AK,1986,544270
18,AK,1987,539324
19,AK,1988,541999
20,AK,1989,547170
21,AK,1990,553290
22,AK,1991,570193
23,AK,1992,588736
24,AK,1993,599432
25,AK,1994,603308
26,AK,1995,604412
27,AK,1996,608569
28,AK,1997,612968
29,AK,1998,619932
30,AK,1999,624779
31,AK,2000,627963
32,AK,2001,633714
33,AK,2002,642337
34,AK,2003,648414
35,AK,2004,659286
36,AK,2005,666946
37,AK,2006,675302
38,AK,2007,680300
39,AK,2008,687455
40,AK,2009,698895
41,AK,2010,714015
42,AK,2011,722259
43,AK,2012,730825
44,AK,2013,736760
45,AK,2014,736759
46,AK,2015,737979
47,AK,2016,741522
48,AK,2017,739795
49,AL,1969,3411770
50,AL,1970,3454557
51,AL,1971,3497349
52,AL,1972,3540003
53,AL,1973,3580759
54,AL,1974,3627778
55,AL,1975,3680495
56,AL,1976,3737038
57,AL,1977,3782571
58,AL,1978,3833971
59,AL,1979,3869340
60,AL,1980,3899671
61,AL,1981,3918526
62,AL,1982,3925328
63,AL,1983,3934100
64,AL,1984,3951766
65,AL,1985,3972539
66,AL,1986,3991552
67,AL,1987,4015266
68,AL,1988,4023902
69,AL,1989,4030239
70,AL,1990,4050055
71,AL,1991,4099156
72,AL,1992,4154014
73,AL,1993,4214202
74,AL,1994,4260229
75,AL,1995,4296800
76,AL,1996,4331102
77,AL,1997,4367935
78,AL,1998,4404701
79,AL,1999,4430141
80,AL,2000,4452173
81,AL,2001,4467634
82,AL,2002,4480089
83,AL,2003,4503491
84,AL,2004,4530729
85,AL,2005,4569805
86,AL,2006,4628981
87,AL,2007,4672840
88,AL,2008,4718206
89,AL,2009,4757938
90,AL,2010,4785579
91,AL,2011,4798649
92,AL,2012,4813946
93,AL,2013,4827660
94,AL,2014,4840037
95,AL,2015,4850858
96,AL,2016,4860545
97,AL,2017,4874747
98,AR,1969,1893768
99,AR,1970,1932816
100,AR,1971,1971940
101,AR,1972,2017987
102,AR,1973,2058402
103,AR,1974,2100229
104,AR,1975,2158257
105,AR,1976,2168656
106,AR,1977,2207195
107,AR,1978,2240956
108,AR,1979,2269073
109,AR,1980,2288809
110,AR,1981,2293196
111,AR,1982,2294297
112,AR,1983,2305796
113,AR,1984,2319782
114,AR,1985,2327069
115,AR,1986,2331988
116,AR,1987,2342405
117,AR,1988,2342643
118,AR,1989,2346375
119,AR,1990,2356586
120,AR,1991,2383144
121,AR,1992,2415984
122,AR,1993,2456303
123,AR,1994,2494019
124,AR,1995,2535399
125,AR,1996,2572109
126,AR,1997,2601090
127,AR,1998,2626289
128,AR,1999,2651860
129,AR,2000,2678588
130,AR,2001,2691571
131,AR,2002,2705927
132,AR,2003,2724816
133,AR,2004,2749686
134,AR,2005,2781097
135,AR,2006,2821761
136,AR,2007,2848650
137,AR,2008,2874554
138,AR,2009,2896843
139,AR,2010,2921737
140,AR,2011,2938640
141,AR,2012,2949208
142,AR,2013,2956780
143,AR,2014,2964800
144,AR,2015,2975626
145,AR,2016,2988231
146,AR,2017,3004279
147,AZ,1969,1702945
148,AZ,1970,1799531
149,AZ,1971,1896117
150,AZ,1972,2008852
151,AZ,1973,2125305
152,AZ,1974,2224356
153,AZ,1975,2286342
154,AZ,1976,2347970
155,AZ,1977,2427296
156,AZ,1978,2517851
157,AZ,1979,2638572
158,AZ,1980,2735840
159,AZ,1981,2810110
160,AZ,1982,2889877
161,AZ,1983,2968912
162,AZ,1984,3067125
163,AZ,1985,3183536
164,AZ,1986,3308269
165,AZ,1987,3437097
166,AZ,1988,3535200
167,AZ,1989,3622180
168,AZ,1990,3684097
169,AZ,1991,3788576
170,AZ,1992,3915740
171,AZ,1993,4065440
172,AZ,1994,4245089
173,AZ,1995,4432499
174,AZ,1996,4586940
175,AZ,1997,4736990
176,AZ,1998,4883342
177,AZ,1999,5023823
178,AZ,2000,5160586
179,AZ,2001,5273477
180,AZ,2002,5396255
181,AZ,2003,5510364
182,AZ,2004,5652404
183,AZ,2005,5839077
184,AZ,2006,6029141
185,AZ,2007,6167681
186,AZ,2008,6280362
187,AZ,2009,6343154
188,AZ,2010,6407002
189,AZ,2011,6465488
190,AZ,2012,6544211
191,AZ,2013,6616124
192,AZ,2014,6706435
193,AZ,2015,6802262
194,AZ,2016,6908642
195,AZ,2017,7016270
196,CA,1969,19745905
197,CA,1970,20045806
198,CA,1971,20345724
199,CA,1972,20584918
200,CA,1973,20867894
201,CA,1974,21172684
202,CA,1975,21536811
203,CA,1976,21934604
204,CA,1977,22350332
205,CA,1978,22839038
206,CA,1979,23255178
207,CA,1980,23792840
208,CA,1981,24285898
209,CA,1982,24820025
210,CA,1983,25360028
211,CA,1984,25844380
212,CA,1985,26441100
213,CA,1986,27102241
214,CA,1987,27777121
215,CA,1988,28464230
216,CA,1989,29218163
217,CA,1990,29959515
218,CA,1991,30470736
219,CA,1992,30974659
220,CA,1993,31274928
221,CA,1994,31484435
222,CA,1995,31696582
223,CA,1996,32018834
224,CA,1997,32486010
225,CA,1998,32987675
226,CA,1999,33499204
227,CA,2000,33987977
228,CA,2001,34479458
229,CA,2002,34871843
230,CA,2003,35253159
231,CA,2004,35574576
232,CA,2005,35827943
233,CA,2006,36021202
234,CA,2007,36250311
235,CA,2008,36604337
236,CA,2009,36961229
237,CA,2010,37327690
238,CA,2011,37672654
239,CA,2012,38019006
240,CA,2013,38347383
241,CA,2014,38701278
242,CA,2015,39032444
243,CA,2016,39296476
244,CA,2017,39536653
245,CO,1969,2153153
246,CO,1970,2228340
247,CO,1971,2303608
248,CO,1972,2404715
249,CO,1973,2495942
250,CO,1974,2541424
251,CO,1975,2586243
252,CO,1976,2632370
253,CO,1977,2696179
254,CO,1978,2766843
255,CO,1979,2849298
256,CO,1980,2909545
257,CO,1981,2977917
258,CO,1982,3061599
259,CO,1983,3133614
260,CO,1984,3170024
261,CO,1985,3208691
262,CO,1986,3237457
263,CO,1987,3260504
264,CO,1988,3262279
265,CO,1989,3275826
266,CO,1990,3307618
267,CO,1991,3387119
268,CO,1992,3495939
269,CO,1993,3613734
270,CO,1994,3724168
271,CO,1995,3826653
272,CO,1996,3919972
273,CO,1997,4018293
274,CO,1998,4116639
275,CO,1999,4226018
276,CO,2000,4326921
277,CO,2001,4425687
278,CO,2002,4490406
279,CO,2003,4528732
280,CO,2004,4575013
281,CO,2005,4631888
282,CO,2006,4720423
283,CO,2007,4803868
284,CO,2008,4889730
285,CO,2009,4972195
286,CO,2010,5048029
287,CO,2011,5116411
288,CO,2012,5186330
289,CO,2013,5262556
290,CO,2014,5342311
291,CO,2015,5440445
292,CO,2016,5530105
293,CO,2017,5607154
294,CT,1969,3014615
295,CT,1970,3038035
296,CT,1971,3061455
297,CT,1972,3069631
298,CT,1973,3069158
299,CT,1974,3075790
300,CT,1975,3084745
301,CT,1976,3085999
302,CT,1977,3088745
303,CT,1978,3094869
304,CT,1979,3099931
305,CT,1980,3114221
306,CT,1981,3128849
307,CT,1982,3139008
308,CT,1983,3162366
309,CT,1984,3180017
310,CT,1985,3201120
311,CT,1986,3223744
312,CT,1987,3247304
313,CT,1988,3271957
314,CT,1989,3283420
315,CT,1990,3291967
316,CT,1991,3302895
317,CT,1992,3300712
318,CT,1993,3309175
319,CT,1994,3316121
320,CT,1995,3324144
321,CT,1996,3336685
322,CT,1997,3349348
323,CT,1998,3365352
324,CT,1999,3386401
325,CT,2000,3411777
326,CT,2001,3432835
327,CT,2002,3458749
328,CT,2003,3484336
329,CT,2004,3496094
330,CT,2005,3506956
331,CT,2006,3517460
332,CT,2007,3527270
333,CT,2008,3545579
334,CT,2009,3561807
335,CT,2010,3580171
336,CT,2011,3591927
337,CT,2012,3597705
338,CT,2013,3602470
339,CT,2014,3600188
340,CT,2015,3593862
341,CT,2016,3587685
342,CT,2017,3588184
343,DC,1969,760291
344,DC,1970,755466
345,DC,1971,750641
346,DC,1972,743778
347,DC,1973,733677
348,DC,1974,720758
349,DC,1975,710304
350,DC,1976,696305
351,DC,1977,681766
352,DC,1978,670045
353,DC,1979,655620
354,DC,1980,637161
355,DC,1981,636891
356,DC,1982,634174
357,DC,1983,632433
358,DC,1984,633385
359,DC,1985,634545
360,DC,1986,638280
361,DC,1987,636931
362,DC,1988,630427
363,DC,1989,624160
364,DC,1990,605321
365,DC,1991,600870
366,DC,1992,597565
367,DC,1993,595301
368,DC,1994,589239
369,DC,1995,580517
370,DC,1996,572377
371,DC,1997,567736
372,DC,1998,565230
373,DC,1999,570213
374,DC,2000,572046
375,DC,2001,574504
376,DC,2002,573158
377,DC,2003,568502
378,DC,2004,567754
379,DC,2005,567136
380,DC,2006,570681
381,DC,2007,574404
382,DC,2008,580236
383,DC,2009,592228
384,DC,2010,605040
385,DC,2011,620336
386,DC,2012,635630
387,DC,2013,650114
388,DC,2014,660797
389,DC,2015,672736
390,DC,2016,684336
391,DC,2017,693972
392,DE,1969,537811
393,DE,1970,551509
394,DE,1971,565207
395,DE,1972,573824
396,DE,1973,579100
397,DE,1974,583149
398,DE,1975,588737
399,DE,1976,592753
400,DE,1977,594815
401,DE,1978,598183
402,DE,1979,598823
403,DE,1980,594936
404,DE,1981,595974
405,DE,1982,599149
406,DE,1983,605455
407,DE,1984,611567
408,DE,1985,618287
409,DE,1986,627545
410,DE,1987,636950
411,DE,1988,647621
412,DE,1989,658279
413,DE,1990,669567
414,DE,1991,683080
415,DE,1992,694925
416,DE,1993,706378
417,DE,1994,717545
418,DE,1995,729734
419,DE,1996,740977
420,DE,1997,751487
421,DE,1998,763335
422,DE,1999,774990
423,DE,2000,786373
424,DE,2001,795699
425,DE,2002,806169
426,DE,2003,818003
427,DE,2004,830803
428,DE,2005,845150
429,DE,2006,859268
430,DE,2007,871749
431,DE,2008,883874
432,DE,2009,891730
433,DE,2010,899712
434,DE,2011,907884
435,DE,2012,916868
436,DE,2013,925114
437,DE,2014,934805
438,DE,2015,944107
439,DE,2016,952698
440,DE,2017,961939
441,FL,1969,6567950
442,FL,1970,6865460
443,FL,1971,7162971
444,FL,1972,7520382
445,FL,1973,7927232
446,FL,1974,8317073
447,FL,1975,8541584
448,FL,1976,8695198
449,FL,1977,8888806
450,FL,1978,9131410
451,FL,1979,9470482
452,FL,1980,9841159
453,FL,1981,10192814
454,FL,1982,10471438
455,FL,1983,10749908
456,FL,1984,11039982
457,FL,1985,11351091
458,FL,1986,11667511
459,FL,1987,11997293
460,FL,1988,12306421
461,FL,1989,12637697
462,FL,1990,13033307
463,FL,1991,13369798
464,FL,1992,13650553
465,FL,1993,13927185
466,FL,1994,14239444
467,FL,1995,14537875
468,FL,1996,14853360
469,FL,1997,15186304
470,FL,1998,15486559
471,FL,1999,15759421
472,FL,2000,16047515
473,FL,2001,16356966
474,FL,2002,16689370
475,FL,2003,17004085
476,FL,2004,17415318
477,FL,2005,17842038
478,FL,2006,18166990
479,FL,2007,18367842
480,FL,2008,18527305
481,FL,2009,18652644
482,FL,2010,18846461
483,FL,2011,19097369
484,FL,2012,19341327
485,FL,2013,19584927
486,FL,2014,19897747
487,FL,2015,20268567
488,FL,2016,20656589
489,FL,2017,20984400
490,GA,1969,4513265
491,GA,1970,4611479
492,GA,1971,4709721
493,GA,1972,4806621
494,GA,1973,4906450
495,GA,1974,4994465
496,GA,1975,5058099
497,GA,1976,5125734
498,GA,1977,5211306
499,GA,1978,5285688
500,GA,1979,5390853
501,GA,1980,5484427
502,GA,1981,5568420
503,GA,1982,5649788
504,GA,1983,5728301
505,GA,1984,5835018
506,GA,1985,5962708
507,GA,1986,6084739
508,GA,1987,6208502
509,GA,1988,6316185
510,GA,1989,6411121
511,GA,1990,6512602
512,GA,1991,6653005
513,GA,1992,6817203
514,GA,1993,6978240
515,GA,1994,7157165
516,GA,1995,7328413
517,GA,1996,7501069
518,GA,1997,7685099
519,GA,1998,7863536
520,GA,1999,8045965
521,GA,2000,8227303
522,GA,2001,8377038
523,GA,2002,8508256
524,GA,2003,8622793
525,GA,2004,8769252
526,GA,2005,8925922
527,GA,2006,9155813
528,GA,2007,9349988
529,GA,2008,9504843
530,GA,2009,9620846
531,GA,2010,9712696
532,GA,2011,9810595
533,GA,2012,9911171
534,GA,2013,9981773
535,GA,2014,10083850
536,GA,2015,10199533
537,GA,2016,10313620
538,GA,2017,10429379
539,HI,1969,751103
540,HI,1970,776177
541,HI,1971,801251
542,HI,1972,827610
543,HI,1973,850517
544,HI,1974,866559
545,HI,1975,884406
546,HI,1976,902061
547,HI,1977,915753
548,HI,1978,928804
549,HI,1979,950042
550,HI,1980,961525
551,HI,1981,978201
552,HI,1982,993775
553,HI,1983,1012718
554,HI,1984,1027923
555,HI,1985,1039689
556,HI,1986,1051767
557,HI,1987,1067914
558,HI,1988,1079830
559,HI,1989,1094587
560,HI,1990,1113491
561,HI,1991,1136754
562,HI,1992,1158613
563,HI,1993,1172838
564,HI,1994,1187536
565,HI,1995,1196854
566,HI,1996,1203755
567,HI,1997,1211640
568,HI,1998,1215233
569,HI,1999,1210300
570,HI,2000,1213519
571,HI,2001,1225948
572,HI,2002,1239613
573,HI,2003,1251154
574,HI,2004,1273569
575,HI,2005,1292729
576,HI,2006,1309731
577,HI,2007,1315675
578,HI,2008,1332213
579,HI,2009,1346717
580,HI,2010,1363817
581,HI,2011,1378323
582,HI,2012,1392772
583,HI,2013,1408038
584,HI,2014,1417710
585,HI,2015,1426320
586,HI,2016,1428683
587,HI,2017,1427538
588,IA,1969,2809783
589,IA,1970,2830777
590,IA,1971,2851875
591,IA,1972,2860464
592,IA,1973,2864033
593,IA,1974,2867942
594,IA,1975,2881482
595,IA,1976,2903776
596,IA,1977,2914404
597,IA,1978,2919047
598,IA,1979,2916824
599,IA,1980,2915562
600,IA,1981,2908003
601,IA,1982,2888209
602,IA,1983,2870580
603,IA,1984,2858631
604,IA,1985,2829691
605,IA,1986,2791923
606,IA,1987,2767011
607,IA,1988,2768370
608,IA,1989,2770581
609,IA,1990,2781018
610,IA,1991,2797613
611,IA,1992,2818401
612,IA,1993,2836972
613,IA,1994,2850746
614,IA,1995,2867373
615,IA,1996,2880000
616,IA,1997,2891119
617,IA,1998,2902872
618,IA,1999,2917634
619,IA,2000,2929067
620,IA,2001,2931997
621,IA,2002,2934234
622,IA,2003,2941999
623,IA,2004,2953635
624,IA,2005,2964454
625,IA,2006,2982644
626,IA,2007,2999212
627,IA,2008,3016734
628,IA,2009,3032870
629,IA,2010,3050223
630,IA,2011,3063690
631,IA,2012,3074386
632,IA,2013,3089876
633,IA,2014,3105563
634,IA,2015,3118473
635,IA,2016,3130869
636,IA,2017,3145711
637,ID,1969,697487
638,ID,1970,718147
639,ID,1971,738856
640,ID,1972,763315
641,ID,1973,782142
642,ID,1974,808043
643,ID,1975,832061
644,ID,1976,857076
645,ID,1977,883539
646,ID,1978,911042
647,ID,1979,932725
648,ID,1980,948582
649,ID,1981,962244
650,ID,1982,973714
651,ID,1983,981895
652,ID,1984,990811
653,ID,1985,994050
654,ID,1986,990259
655,ID,1987,985010
656,ID,1988,985680
657,ID,1989,994396
658,ID,1990,1012384
659,ID,1991,1041316
660,ID,1992,1071685
661,ID,1993,1108768
662,ID,1994,1145140
663,ID,1995,1177322
664,ID,1996,1203083
665,ID,1997,1228520
666,ID,1998,1252330
667,ID,1999,1275674
668,ID,2000,1299430
669,ID,2001,1319962
670,ID,2002,1340372
671,ID,2003,1363380
672,ID,2004,1391802
673,ID,2005,1428241
674,ID,2006,1468669
675,ID,2007,1505105
676,ID,2008,1534320
677,ID,2009,1554439
678,ID,2010,1570912
679,ID,2011,1583180
680,ID,2012,1594673
681,ID,2013,1610187
682,ID,2014,1630391
683,ID,2015,1649324
684,ID,2016,1680026
685,ID,2017,1716943
686,IL,1969,11052819
687,IL,1970,11129316
688,IL,1971,11205953
689,IL,1972,11258208
690,IL,1973,11260386
691,IL,1974,11273801
692,IL,1975,11306443
693,IL,1976,11360331
694,IL,1977,11406331
695,IL,1978,11434520
696,IL,1979,11422890
697,IL,1980,11435454
698,IL,1981,11443511
699,IL,1982,11423449
700,IL,1983,11408779
701,IL,1984,11412194
702,IL,1985,11399816
703,IL,1986,11387247
704,IL,1987,11391175
705,IL,1988,11390222
706,IL,1989,11409801
707,IL,1990,11453316
708,IL,1991,11568964
709,IL,1992,11694184
710,IL,1993,11809579
711,IL,1994,11912585
712,IL,1995,12008437
713,IL,1996,12101997
714,IL,1997,12185715
715,IL,1998,12271847
716,IL,1999,12359020
717,IL,2000,12434161
718,IL,2001,12488445
719,IL,2002,12525556
720,IL,2003,12556006
721,IL,2004,12589773
722,IL,2005,12609903
723,IL,2006,12643955
724,IL,2007,12695866
725,IL,2008,12747038
726,IL,2009,12796778
727,IL,2010,12841196
728,IL,2011,12862298
729,IL,2012,12878494
730,IL,2013,12890403
731,IL,2014,12882438
732,IL,2015,12862051
733,IL,2016,12835726
734,IL,2017,12802023
735,IN,1969,5162578
736,IN,1970,5206262
737,IN,1971,5250028
738,IN,1972,5296219
739,IN,1973,5329163
740,IN,1974,5349955
741,IN,1975,5351155
742,IN,1976,5371615
743,IN,1977,5405151
744,IN,1978,5446484
745,IN,1979,5474976
746,IN,1980,5492740
747,IN,1981,5480482
748,IN,1982,5467946
749,IN,1983,5450407
750,IN,1984,5458334
751,IN,1985,5459201
752,IN,1986,5454137
753,IN,1987,5473040
754,IN,1988,5491729
755,IN,1989,5523668
756,IN,1990,5557798
757,IN,1991,5616388
758,IN,1992,5674547
759,IN,1993,5739019
760,IN,1994,5793526
761,IN,1995,5851459
762,IN,1996,5906013
763,IN,1997,5955267
764,IN,1998,5998880
765,IN,1999,6044969
766,IN,2000,6091866
767,IN,2001,6127760
768,IN,2002,6155967
769,IN,2003,6196638
770,IN,2004,6233007
771,IN,2005,6278616
772,IN,2006,6332669
773,IN,2007,6379599
774,IN,2008,6424806
775,IN,2009,6459325
776,IN,2010,6490029
777,IN,2011,6515358
778,IN,2012,6535665
779,IN,2013,6567484
780,IN,2014,6593182
781,IN,2015,6610596
782,IN,2016,6634007
783,IN,2017,6666818
784,KS,1969,2250328
785,KS,1970,2248359
786,KS,1971,2246461
787,KS,1972,2255791
788,KS,1973,2264585
789,KS,1974,2268075
790,KS,1975,2278947
791,KS,1976,2298892
792,KS,1977,2318147
793,KS,1978,2333141
794,KS,1979,2347705
795,KS,1980,2370088
796,KS,1981,2384813
797,KS,1982,2401220
798,KS,1983,2415565
799,KS,1984,2424119
800,KS,1985,2427428
801,KS,1986,2432638
802,KS,1987,2445422
803,KS,1988,2462057
804,KS,1989,2472864
805,KS,1990,2481349
806,KS,1991,2498722
807,KS,1992,2532394
808,KS,1993,2556547
809,KS,1994,2580513
810,KS,1995,2601007
811,KS,1996,2614554
812,KS,1997,2635292
813,KS,1998,2660598
814,KS,1999,2678338
815,KS,2000,2693681
816,KS,2001,2702162
817,KS,2002,2713535
818,KS,2003,2723004
819,KS,2004,2734373
820,KS,2005,2745299
821,KS,2006,2762931
822,KS,2007,2783785
823,KS,2008,2808076
824,KS,2009,2832704
825,KS,2010,2858403
826,KS,2011,2868756
827,KS,2012,2885316
828,KS,2013,2892900
829,KS,2014,2899553
830,KS,2015,2905789
831,KS,2016,2907731
832,KS,2017,2913123
833,KY,1969,3173740
834,KY,1970,3236121
835,KY,1971,3298565
836,KY,1972,3336275
837,KY,1973,3371741
838,KY,1974,3417229
839,KY,1975,3468957
840,KY,1976,3530680
841,KY,1977,3575221
842,KY,1978,3611577
843,KY,1979,3643920
844,KY,1980,3665364
845,KY,1981,3670396
846,KY,1982,3683427
847,KY,1983,3694465
848,KY,1984,3695426
849,KY,1985,3694833
850,KY,1986,3687821
851,KY,1987,3683341
852,KY,1988,3679990
853,KY,1989,3677287
854,KY,1990,3694048
855,KY,1991,3722328
856,KY,1992,3765469
857,KY,1993,3812206
858,KY,1994,3849088
859,KY,1995,3887427
860,KY,1996,3919535
861,KY,1997,3952747
862,KY,1998,3985390
863,KY,1999,4018053
864,KY,2000,4049021
865,KY,2001,4068132
866,KY,2002,4089875
867,KY,2003,4117170
868,KY,2004,4146101
869,KY,2005,4182742
870,KY,2006,4219239
871,KY,2007,4256672
872,KY,2008,4289878
873,KY,2009,4317074
874,KY,2010,4347948
875,KY,2011,4368505
876,KY,2012,4383673
877,KY,2013,4399121
878,KY,2014,4410415
879,KY,2015,4422057
880,KY,2016,4436113
881,KY,2017,4454189
882,LA,1969,3604367
883,LA,1970,3657391
884,LA,1971,3710415
885,LA,1972,3761799
886,LA,1973,3788684
887,LA,1974,3820684
888,LA,1975,3886835
889,LA,1976,3951506
890,LA,1977,4015423
891,LA,1978,4073143
892,LA,1979,4139128
893,LA,1980,4221583
894,LA,1981,4283312
895,LA,1982,4352625
896,LA,1983,4395334
897,LA,1984,4400521
898,LA,1985,4408128
899,LA,1986,4406953
900,LA,1987,4344222
901,LA,1988,4288939
902,LA,1989,4252958
903,LA,1990,4221532
904,LA,1991,4253279
905,LA,1992,4293003
906,LA,1993,4316428
907,LA,1994,4347481
908,LA,1995,4378779
909,LA,1996,4398877
910,LA,1997,4421071
911,LA,1998,4440344
912,LA,1999,4460811
913,LA,2000,4471885
914,LA,2001,4477875
915,LA,2002,4497267
916,LA,2003,4521042
917,LA,2004,4552238
918,LA,2005,4576628
919,LA,2006,4302665
920,LA,2007,4375581
921,LA,2008,4435586
922,LA,2009,4491648
923,LA,2010,4544871
924,LA,2011,4574388
925,LA,2012,4602681
926,LA,2013,4626795
927,LA,2014,4648797
928,LA,2015,4671211
929,LA,2016,4686157
930,LA,2017,4684333
931,MA,1969,5659435
932,MA,1970,5699034
933,MA,1971,5738634
934,MA,1972,5762150
935,MA,1973,5783836
936,MA,1974,5777027
937,MA,1975,5762168
938,MA,1976,5748885
939,MA,1977,5744117
940,MA,1978,5742953
941,MA,1979,5746212
942,MA,1980,5748441
943,MA,1981,5768702
944,MA,1982,5771203
945,MA,1983,5799434
946,MA,1984,5840782
947,MA,1985,5880748
948,MA,1986,5902658
949,MA,1987,5935207
950,MA,1988,5979997
951,MA,1989,6015492
952,MA,1990,6022639
953,MA,1991,6018470
954,MA,1992,6028709
955,MA,1993,6060569
956,MA,1994,6095241
957,MA,1995,6141445
958,MA,1996,6179756
959,MA,1997,6226058
960,MA,1998,6271838
961,MA,1999,6317345
962,MA,2000,6361104
963,MA,2001,6397634
964,MA,2002,6417206
965,MA,2003,6422565
966,MA,2004,6412281
967,MA,2005,6403290
968,MA,2006,6410084
969,MA,2007,6431559
970,MA,2008,6468967
971,MA,2009,6517613
972,MA,2010,6564943
973,MA,2011,6612178
974,MA,2012,6659627
975,MA,2013,6711138
976,MA,2014,6757925
977,MA,2015,6794002
978,MA,2016,6823721
979,MA,2017,6859819
980,MD,1969,3864521
981,MD,1970,3943493
982,MD,1971,4022470
983,MD,1972,4081123
984,MD,1973,4109069
985,MD,1974,4133329
986,MD,1975,4157172
987,MD,1976,4172112
988,MD,1977,4194629
989,MD,1978,4211619
990,MD,1979,4223366
991,MD,1980,4226191
992,MD,1981,4261930
993,MD,1982,4282946
994,MD,1983,4313319
995,MD,1984,4365282
996,MD,1985,4413118
997,MD,1986,4487008
998,MD,1987,4565574
999,MD,1988,4657894
1000,MD,1989,4727303
1001,MD,1990,4799770
1002,MD,1991,4867641
1003,MD,1992,4923368
1004,MD,1993,4971889
1005,MD,1994,5023060
1006,MD,1995,5070033
1007,MD,1996,5111986
1008,MD,1997,5157328
1009,MD,1998,5204464
1010,MD,1999,5254509
1011,MD,2000,5311034
1012,MD,2001,5374691
1013,MD,2002,5440389
1014,MD,2003,5496269
1015,MD,2004,5546935
1016,MD,2005,5592379
1017,MD,2006,5627367
1018,MD,2007,5653408
1019,MD,2008,5684965
1020,MD,2009,5730388
1021,MD,2010,5788099
1022,MD,2011,5843115
1023,MD,2012,5891680
1024,MD,2013,5932654
1025,MD,2014,5970245
1026,MD,2015,6000561
1027,MD,2016,6024752
1028,MD,2017,6052177
1029,ME,1969,980609
1030,ME,1970,998135
1031,ME,1971,1015679
1032,ME,1972,1034816
1033,ME,1973,1046432
1034,ME,1974,1060069
1035,ME,1975,1073287
1036,ME,1976,1089964
1037,ME,1977,1105357
1038,ME,1978,1115461
1039,ME,1979,1124939
1040,ME,1980,1127825
1041,ME,1981,1133039
1042,ME,1982,1136698
1043,ME,1983,1144777
1044,ME,1984,1155646
1045,ME,1985,1162942
1046,ME,1986,1170120
1047,ME,1987,1184588
1048,ME,1988,1203850
1049,ME,1989,1219968
1050,ME,1990,1231719
1051,ME,1991,1237081
1052,ME,1992,1238508
1053,ME,1993,1242302
1054,ME,1994,1242662
1055,ME,1995,1243480
1056,ME,1996,1249060
1057,ME,1997,1254774
1058,ME,1998,1259127
1059,ME,1999,1266808
1060,ME,2000,1277072
1061,ME,2001,1285692
1062,ME,2002,1295960
1063,ME,2003,1306513
1064,ME,2004,1313688
1065,ME,2005,1318787
1066,ME,2006,1323619
1067,ME,2007,1327040
1068,ME,2008,1330509
1069,ME,2009,1329590
1070,ME,2010,1327568
1071,ME,2011,1327968
1072,ME,2012,1328101
1073,ME,2013,1327975
1074,ME,2014,1328903
1075,ME,2015,1327787
1076,ME,2016,1330232
1077,ME,2017,1335907
1078,MI,1969,8827833
1079,MI,1970,8899844
1080,MI,1971,8971957
1081,MI,1972,9024729
1082,MI,1973,9071832
1083,MI,1974,9109456
1084,MI,1975,9107933
1085,MI,1976,9117539
1086,MI,1977,9157357
1087,MI,1978,9202029
1088,MI,1979,9248893
1089,MI,1980,9256676
1090,MI,1981,9209352
1091,MI,1982,9115204
1092,MI,1983,9047772
1093,MI,1984,9049453
1094,MI,1985,9076282
1095,MI,1986,9127778
1096,MI,1987,9187469
1097,MI,1988,9218025
1098,MI,1989,9253339
1099,MI,1990,9311319
1100,MI,1991,9400446
1101,MI,1992,9479065
1102,MI,1993,9540114
1103,MI,1994,9597737
1104,MI,1995,9676211
1105,MI,1996,9758645
1106,MI,1997,9809051
1107,MI,1998,9847942
1108,MI,1999,9897116
1109,MI,2000,9952450
1110,MI,2001,9991120
1111,MI,2002,10015710
1112,MI,2003,10041152
1113,MI,2004,10055315
1114,MI,2005,10051137
1115,MI,2006,10036081
1116,MI,2007,10001284
1117,MI,2008,9946889
1118,MI,2009,9901591
1119,MI,2010,9876731
1120,MI,2011,9876199
1121,MI,2012,9886610
1122,MI,2013,9899219
1123,MI,2014,9914675
1124,MI,2015,9918170
1125,MI,2016,9933445
1126,MI,2017,9962311
1127,MN,1969,3778923
1128,MN,1970,3815381
1129,MN,1971,3851972
1130,MN,1972,3866890
1131,MN,1973,3885200
1132,MN,1974,3898512
1133,MN,1975,3925808
1134,MN,1976,3956673
1135,MN,1977,3979937
1136,MN,1978,4004738
1137,MN,1979,4038217
1138,MN,1980,4086746
1139,MN,1981,4111752
1140,MN,1982,4131469
1141,MN,1983,4141479
1142,MN,1984,4157708
1143,MN,1985,4184290
1144,MN,1986,4205257
1145,MN,1987,4235173
1146,MN,1988,4296162
1147,MN,1989,4338036
1148,MN,1990,4389857
1149,MN,1991,4440859
1150,MN,1992,4495572
1151,MN,1993,4555954
1152,MN,1994,4610355
1153,MN,1995,4660180
1154,MN,1996,4712827
1155,MN,1997,4763390
1156,MN,1998,4813412
1157,MN,1999,4873481
1158,MN,2000,4933692
1159,MN,2001,4982796
1160,MN,2002,5018935
1161,MN,2003,5053572
1162,MN,2004,5087713
