DATE,LNU02034560
1995-03-01,3366
1995-04-01,3495
1995-05-01,3558
1995-06-01,3872
1995-07-01,3810
1995-08-01,3697
1995-09-01,3430
1995-10-01,3479
1995-11-01,3242
1995-12-01,3072
1996-01-01,3068
1996-02-01,3102
1996-03-01,3243
1996-04-01,3344
1996-05-01,3698
1996-06-01,3793
1996-07-01,3862
1996-08-01,3706
1996-09-01,3607
1996-10-01,3515
1996-11-01,3253
1996-12-01,3131
1997-01-01,3036
1997-02-01,2933
1997-03-01,3166
1997-04-01,3425
1997-05-01,3652
1997-06-01,3757
1997-07-01,3849
1997-08-01,3661
1997-09-01,3569
1997-10-01,3372
1997-11-01,3259
1997-12-01,3103
1998-01-01,2938
1998-02-01,2922
1998-03-01,2931
1998-04-01,3315
1998-05-01,3552
1998-06-01,3718
1998-07-01,3866
1998-08-01,3818
1998-09-01,3671
1998-10-01,3630
1998-11-01,3226
1998-12-01,2953
1999-01-01,2911
1999-02-01,2894
1999-03-01,3022
1999-04-01,3320
1999-05-01,3489
1999-06-01,3691
1999-07-01,3718
1999-08-01,3525
1999-09-01,3342
1999-10-01,3293
1999-11-01,3185
1999-12-01,2979
2000-01-01,2374
2000-02-01,2440
2000-03-01,2413
2000-04-01,2491
2000-05-01,2569
2000-06-01,2650
2000-07-01,2648
2000-08-01,2662
2000-09-01,2522
2000-10-01,2384
2000-11-01,2226
2000-12-01,2183
2001-01-01,2157
2001-02-01,2117
2001-03-01,2199
2001-04-01,2314
2001-05-01,2415
2001-06-01,2250
2001-07-01,2515
2001-08-01,2532
2001-09-01,2464
2001-10-01,2412
2001-11-01,2115
2001-12-01,2094
2002-01-01,2182
2002-02-01,2133
2002-03-01,2212
2002-04-01,2344
2002-05-01,2310
2002-06-01,2342
2002-07-01,2549
2002-08-01,2349
2002-09-01,2432
2002-10-01,2551
2002-11-01,2180
2002-12-01,2144
2003-01-01,2134
2003-02-01,1983
2003-03-01,2108
2003-04-01,2129
2003-05-01,2221
2003-06-01,2372
2003-07-01,2407
2003-08-01,2546
2003-09-01,2494
2003-10-01,2559
2003-11-01,2299
2003-12-01,2053
2004-01-01,1999
2004-02-01,1956
2004-03-01,2025
2004-04-01,2220
2004-05-01,2335
2004-06-01,2441
2004-07-01,2454
2004-08-01,2561
2004-09-01,2374
2004-10-01,2280
2004-11-01,2147
2004-12-01,1996
2005-01-01,1920
2005-02-01,1889
2005-03-01,2025
2005-04-01,2223
2005-05-01,2258
2005-06-01,2524
2005-07-01,2560
2005-08-01,2386
2005-09-01,2284
2005-10-01,2239
2005-11-01,2117
2005-12-01,1942
2006-01-01,1970
2006-02-01,1946
2006-03-01,2010
2006-04-01,2219
2006-05-01,2233
2006-06-01,2485
2006-07-01,2533
2006-08-01,2426
2006-09-01,2261
2006-10-01,2211
2006-11-01,2104
2006-12-01,2079
2007-01-01,2026
2007-02-01,2074
2007-03-01,2046
2007-04-01,2040
2007-05-01,2121
2007-06-01,2145
2007-07-01,2242
2007-08-01,2005
2007-09-01,2147
2007-10-01,2130
2007-11-01,2082
2007-12-01,2078
2008-01-01,2032
2008-02-01,1999
2008-03-01,2057
2008-04-01,2074
2008-05-01,2160
2008-06-01,2331
2008-07-01,2372
2008-08-01,2302
2008-09-01,2276
2008-10-01,2203
2008-11-01,2141
2008-12-01,2068
2009-01-01,1988
2009-02-01,1961
2009-03-01,1930
2009-04-01,2087
2009-05-01,2205
2009-06-01,2351
2009-07-01,2361
2009-08-01,2241
2009-09-01,2073
2009-10-01,2049
2009-11-01,2039
2009-12-01,1952
2010-01-01,1974
2010-02-01,2132
2010-03-01,2103
2010-04-01,2210
2010-05-01,2272
2010-06-01,2311
2010-07-01,2416
2010-08-01,2327
2010-09-01,2203
2010-10-01,2360
2010-11-01,2127
2010-12-01,2037
2011-01-01,2100
2011-02-01,2097
2011-03-01,2145
2011-04-01,2061
2011-05-01,2315
2011-06-01,2419
2011-07-01,2484
2011-08-01,2531
2011-09-01,2281
2011-10-01,2246
2011-11-01,2176
2011-12-01,2196
2012-01-01,2042
2012-02-01,2030
2012-03-01,2123
2012-04-01,2107
2012-05-01,2371
2012-06-01,2377
2012-07-01,2477
2012-08-01,2286
2012-09-01,2233
2012-10-01,2222
2012-11-01,2045
2012-12-01,1922
2013-01-01,1895
2013-02-01,1914
2013-03-01,1904
2013-04-01,1951
2013-05-01,2168
2013-06-01,2234
2013-07-01,2435
2013-08-01,2398
2013-09-01,2271
2013-10-01,2263
2013-11-01,2050
2013-12-01,2075
2014-01-01,1999
2014-02-01,1973
2014-03-01,2008
2014-04-01,2048
2014-05-01,2101
2014-06-01,2288
2014-07-01,2403
2014-08-01,2472
2014-09-01,2482
2014-10-01,2517
2014-11-01,2332
2014-12-01,2220
2015-01-01,2234
2015-02-01,2234
2015-03-01,2405
2015-04-01,2294
2015-05-01,2431
2015-06-01,2703
2015-07-01,2601
2015-08-01,2539
2015-09-01,2471
2015-10-01,2518
2015-11-01,2363
2015-12-01,2273
2016-01-01,2200
2016-02-01,2274
2016-03-01,2491
2016-04-01,2478
2016-05-01,2620
2016-06-01,2661
2016-07-01,2597
2016-08-01,2718
2016-09-01,2526
2016-10-01,2408
2016-11-01,2366
2016-12-01,2180
2017-01-01,2225
2017-02-01,2262
2017-03-01,2441
2017-04-01,2587
2017-05-01,2564
2017-06-01,2612
2017-07-01,2506
2017-08-01,2508
2017-09-01,2367
2017-10-01,2559
2017-11-01,2451
2017-12-01,2368
2018-01-01,2297
2018-02-01,2280
2018-03-01,2266
2018-04-01,2230
2018-05-01,2412
2018-06-01,2503
2018-07-01,2656
2018-08-01,2465
2018-09-01,2555
2018-10-01,2484
2018-11-01,2553
2018-12-01,2393
2019-01-01,2414
2019-02-01,2344
2019-03-01,2243
2019-04-01,2281
2019-05-01,2476
2019-06-01,2422
2019-07-01,2569
